age,job,marital,education,balance,previous,deposit
28,blue-collar,married,secondary,61,3,1
59,unemployed,married,secondary,1047,3,1
29,management,single,tertiary,265,1,1
51,technician,married,secondary,117,4,1
48,housemaid,married,tertiary,5473,0,1
37,blue-collar,married,primary,106,13,1
37,technician,married,tertiary,127,1,1
64,retired,married,tertiary,380,0,1
69,retired,married,secondary,0,0,1
36,management,married,tertiary,255,4,1
43,services,married,secondary,2145,4,1
63,housemaid,married,primary,91,0,1
70,retired,married,secondary,1853,0,1
60,technician,single,primary,11262,0,1
86,retired,divorced,primary,0,0,1
72,retired,married,secondary,1129,0,1
60,retired,married,tertiary,108,0,1
43,management,single,tertiary,1696,3,1
57,management,divorced,unknown,854,1,1
28,management,single,tertiary,223,1,1
36,blue-collar,single,secondary,40,4,1
66,retired,married,secondary,2048,0,1
33,technician,single,tertiary,3689,0,1
36,technician,single,secondary,539,1,1
29,technician,single,secondary,590,1,1
62,unemployed,married,secondary,780,0,1
34,blue-collar,married,secondary,1464,5,1
29,unemployed,single,tertiary,1311,0,1
30,management,married,tertiary,7,4,1
32,technician,married,tertiary,636,4,1
39,blue-collar,single,primary,24277,0,1
55,admin.,divorced,secondary,1872,8,1
36,management,single,tertiary,490,1,1
27,student,single,tertiary,118,1,1
45,management,married,tertiary,4119,1,1
55,management,married,unknown,1504,2,1
52,blue-collar,married,secondary,2087,1,1
49,management,single,tertiary,5689,3,1
30,blue-collar,married,primary,201,12,1
39,management,married,tertiary,119,4,1
48,management,divorced,tertiary,17964,5,1
36,management,married,tertiary,1113,0,1
27,admin.,married,secondary,1596,0,1
51,management,married,tertiary,2635,2,1
48,technician,married,secondary,568,1,1
70,retired,married,secondary,2626,0,1
63,retired,married,secondary,4752,0,1
34,services,single,secondary,528,5,1
46,admin.,married,tertiary,2552,8,1
31,self-employed,single,tertiary,3343,1,1
32,admin.,married,secondary,995,2,1
40,unemployed,single,tertiary,7968,1,1
30,admin.,single,secondary,0,0,1
55,management,married,primary,2587,2,1
57,management,divorced,tertiary,6468,4,1
59,admin.,single,secondary,4744,0,1
26,technician,single,secondary,1231,7,1
73,retired,married,unknown,3443,0,1
30,admin.,single,secondary,2568,4,1
64,retired,married,tertiary,1644,0,1
36,technician,married,tertiary,1354,2,1
55,admin.,married,secondary,602,5,1
63,retired,married,tertiary,1795,0,1
52,technician,married,secondary,0,1,1
34,management,single,tertiary,268,0,1
36,services,married,secondary,52,6,1
31,management,single,tertiary,924,3,1
47,retired,single,primary,3033,0,1
50,admin.,married,tertiary,6574,3,1
70,retired,divorced,secondary,0,0,1
18,student,single,unknown,108,0,1
33,self-employed,married,secondary,409,4,1
24,technician,single,secondary,726,0,1
25,admin.,single,secondary,1871,1,1
26,management,single,tertiary,1094,0,1
32,management,single,tertiary,2915,2,1
25,student,single,unknown,480,0,1
58,management,married,tertiary,1227,1,1
42,management,married,tertiary,1205,0,1
30,blue-collar,single,secondary,161,0,1
76,retired,divorced,primary,802,0,1
79,retired,married,secondary,723,3,1
70,retired,married,primary,6538,0,1
30,management,single,tertiary,147,1,1
60,retired,married,secondary,0,0,1
51,unemployed,married,secondary,1416,0,1
71,retired,married,tertiary,14220,0,1
31,management,single,tertiary,12569,1,1
32,admin.,single,secondary,555,0,1
34,management,married,tertiary,158,4,1
28,admin.,single,secondary,261,4,1
45,management,married,tertiary,786,0,1
53,entrepreneur,married,primary,27,0,1
38,unknown,single,tertiary,0,3,1
56,admin.,single,secondary,2815,0,1
42,technician,married,secondary,3082,0,1
47,technician,married,secondary,1233,2,1
73,retired,married,unknown,739,0,1
46,blue-collar,married,secondary,640,2,1
73,retired,married,tertiary,1843,0,1
28,blue-collar,single,secondary,322,3,1
46,management,married,tertiary,7331,2,1
74,retired,married,primary,1765,0,1
71,retired,divorced,tertiary,1236,0,1
41,admin.,divorced,secondary,6046,0,1
73,retired,married,primary,934,0,1
47,technician,divorced,secondary,1013,3,1
49,technician,divorced,tertiary,596,0,1
40,admin.,married,secondary,4775,0,1
57,blue-collar,married,primary,3109,2,1
50,housemaid,married,secondary,388,4,1
34,blue-collar,married,secondary,262,1,1
56,services,married,secondary,654,0,1
32,technician,single,tertiary,1855,1,1
50,management,divorced,tertiary,810,3,1
54,unemployed,divorced,secondary,1664,3,1
26,management,single,tertiary,362,2,1
40,technician,married,tertiary,1293,2,1
29,management,single,tertiary,874,1,1
52,housemaid,married,primary,10943,0,1
38,technician,married,secondary,4539,0,1
46,management,married,tertiary,2817,0,1
26,management,single,tertiary,1646,0,1
25,management,single,tertiary,808,2,1
70,retired,married,tertiary,44,2,1
83,retired,married,primary,425,2,1
43,management,divorced,tertiary,2367,3,1
45,blue-collar,married,secondary,10252,2,1
37,admin.,single,tertiary,1000,2,1
71,retired,divorced,secondary,4380,0,1
27,management,single,tertiary,20585,1,1
47,admin.,married,secondary,2601,0,1
42,management,divorced,tertiary,238,0,1
77,retired,divorced,secondary,0,0,1
61,management,married,tertiary,3371,0,1
57,management,married,tertiary,10583,3,1
34,management,married,tertiary,16,1,1
40,blue-collar,married,secondary,1451,1,1
84,entrepreneur,married,secondary,0,0,1
26,student,single,secondary,132,1,1
37,technician,married,unknown,189,2,1
47,management,married,tertiary,288,0,1
37,management,single,tertiary,1027,1,1
28,management,single,tertiary,6784,3,1
54,management,married,tertiary,1464,1,1
54,management,married,tertiary,8295,1,1
61,retired,married,secondary,2917,0,1
30,technician,single,secondary,158,0,1
60,retired,married,primary,1588,0,1
44,management,married,unknown,282,0,1
33,management,single,tertiary,5437,3,1
25,admin.,single,tertiary,1185,1,1
54,unknown,married,unknown,895,0,1
24,blue-collar,single,secondary,1857,5,1
36,technician,married,tertiary,4596,2,1
58,retired,married,primary,565,1,1
33,management,single,tertiary,1781,1,1
27,admin.,married,secondary,3415,1,1
60,admin.,divorced,secondary,12039,1,1
56,unemployed,married,secondary,12,1,1
25,technician,single,secondary,139,0,1
21,student,single,secondary,2488,0,1
73,retired,divorced,secondary,7111,0,1
67,management,divorced,tertiary,361,0,1
51,entrepreneur,divorced,tertiary,2109,0,1
48,management,married,tertiary,1093,0,1
35,management,single,tertiary,2646,1,1
61,self-employed,divorced,tertiary,6,2,1
35,technician,single,tertiary,670,0,1
36,admin.,divorced,secondary,592,5,1
83,retired,single,primary,1965,0,1
50,management,married,primary,313,0,1
66,housemaid,married,primary,40,0,1
58,technician,married,primary,4198,5,1
30,management,single,tertiary,536,1,1
54,blue-collar,married,primary,1311,3,1
26,admin.,single,secondary,766,0,1
43,services,married,primary,2557,5,1
40,unemployed,single,tertiary,79,1,1
57,management,married,tertiary,1318,2,1
75,retired,married,secondary,3771,1,1
77,retired,married,tertiary,0,1,1
31,management,married,tertiary,6138,5,1
22,services,single,secondary,129,0,1
50,management,married,tertiary,469,1,1
27,management,married,tertiary,893,0,1
73,retired,married,unknown,519,1,1
37,services,married,secondary,4017,0,1
44,technician,single,tertiary,643,3,1
40,technician,married,secondary,2338,0,1
61,management,married,tertiary,0,0,1
61,technician,divorced,secondary,6481,0,1
47,blue-collar,married,secondary,820,0,1
47,services,single,unknown,1784,0,1
76,housemaid,divorced,primary,1411,3,1
30,student,single,tertiary,7529,0,1
39,technician,married,tertiary,206,2,1
72,retired,married,primary,1388,0,1
77,retired,married,unknown,1807,0,1
36,technician,married,secondary,480,0,1
65,retired,married,secondary,571,2,1
54,technician,married,secondary,3994,2,1
46,admin.,single,secondary,1693,0,1
28,management,single,tertiary,80,2,1
61,management,married,tertiary,267,1,1
53,housemaid,married,primary,2581,1,1
27,student,single,tertiary,1134,4,1
55,unemployed,divorced,secondary,309,1,1
33,management,single,tertiary,6807,1,1
87,retired,divorced,primary,6746,0,1
57,management,married,tertiary,375,0,1
33,self-employed,single,tertiary,658,1,1
51,technician,married,secondary,371,0,1
76,retired,divorced,primary,2693,0,1
19,student,single,secondary,329,0,1
33,admin.,married,tertiary,79,2,1
55,management,divorced,tertiary,0,0,1
31,blue-collar,single,unknown,6281,3,1
92,retired,married,unknown,775,0,1
30,technician,single,tertiary,411,2,1
68,retired,single,tertiary,2144,2,1
41,technician,single,tertiary,431,2,1
29,self-employed,married,secondary,123,3,1
27,blue-collar,single,secondary,3792,2,1
78,retired,married,unknown,4807,0,1
82,retired,married,primary,8603,1,1
29,technician,single,tertiary,2178,1,1
76,retired,married,tertiary,2991,1,1
38,management,married,tertiary,4174,5,1
60,technician,married,secondary,10925,1,1
33,services,divorced,secondary,2411,1,1
43,blue-collar,married,secondary,14646,0,1
61,retired,married,secondary,86,0,1
43,technician,single,unknown,11115,2,1
57,management,married,primary,6900,2,1
33,management,married,tertiary,5878,2,1
77,management,married,unknown,1780,3,1
35,technician,single,secondary,183,4,1
59,retired,married,primary,3648,3,1
76,retired,married,secondary,4112,0,1
73,retired,married,primary,542,5,1
81,retired,married,primary,243,0,1
41,unknown,single,unknown,942,1,1
57,technician,married,secondary,254,0,1
28,technician,single,unknown,0,1,1
38,blue-collar,single,secondary,0,3,1
52,services,married,secondary,992,1,1
22,student,single,secondary,23,0,1
53,unknown,married,primary,732,0,1
60,admin.,married,unknown,4629,0,1
56,management,married,secondary,0,8,1
38,housemaid,divorced,secondary,70,1,1
44,management,single,tertiary,5063,0,1
69,retired,divorced,secondary,4572,1,1
36,student,single,tertiary,129,0,1
75,self-employed,married,unknown,4984,0,1
65,retired,married,primary,1004,0,1
64,retired,married,secondary,4787,0,1
30,admin.,single,secondary,914,1,1
57,housemaid,married,tertiary,2326,1,1
31,management,married,tertiary,81,0,1
36,management,married,tertiary,203,0,1
64,management,married,tertiary,3951,0,1
54,technician,married,unknown,240,0,1
26,admin.,single,secondary,338,2,1
51,self-employed,single,secondary,0,0,1
72,retired,married,secondary,0,0,1
30,management,married,tertiary,944,0,1
60,blue-collar,married,primary,5,0,1
30,management,single,tertiary,697,5,1
66,retired,married,tertiary,1948,2,1
50,technician,married,secondary,3654,2,1
47,management,single,tertiary,551,0,1
80,retired,married,primary,997,1,1
61,management,married,tertiary,477,1,1
47,management,married,tertiary,3663,3,1
30,technician,single,secondary,853,1,1
21,student,single,primary,8278,0,1
62,management,married,tertiary,7458,0,1
26,technician,single,secondary,44,0,1
36,blue-collar,married,secondary,1193,0,1
87,retired,married,primary,230,0,1
61,retired,married,primary,8729,0,1
70,retired,married,secondary,2384,0,1
60,management,married,tertiary,3401,1,1
41,services,married,tertiary,881,0,1
22,student,single,secondary,1522,0,1
60,retired,divorced,secondary,4243,0,1
54,technician,married,secondary,473,1,1
35,self-employed,single,tertiary,5462,1,1
59,management,married,secondary,4412,0,1
29,student,single,unknown,10332,0,1
48,management,married,secondary,0,2,1
37,management,married,tertiary,238,0,1
36,management,single,tertiary,62,7,1
52,admin.,single,secondary,2398,0,1
67,retired,divorced,secondary,704,0,1
36,self-employed,married,tertiary,506,2,1
64,management,married,unknown,2352,7,1
29,technician,single,secondary,938,0,1
27,management,single,tertiary,1720,1,1
76,retired,married,primary,1492,0,1
34,management,married,tertiary,1778,2,1
54,technician,married,secondary,0,8,1
67,retired,married,primary,942,2,1
24,technician,married,secondary,556,2,1
53,admin.,married,secondary,10541,0,1
33,student,married,secondary,1536,2,1
24,student,single,tertiary,235,0,1
32,management,single,tertiary,935,7,1
60,self-employed,married,tertiary,10861,2,1
64,entrepreneur,married,tertiary,2331,0,1
35,management,single,tertiary,1228,12,1
24,student,single,secondary,125,1,1
42,management,married,tertiary,2816,0,1
40,management,married,tertiary,0,8,1
33,management,married,tertiary,22867,3,1
71,housemaid,divorced,primary,1311,1,1
52,unemployed,married,secondary,94,10,1
47,admin.,married,secondary,0,1,1
49,management,married,primary,3371,0,1
26,management,single,tertiary,943,1,1
40,management,married,tertiary,9366,0,1
32,technician,single,tertiary,6746,0,1
33,services,married,secondary,1076,5,1
35,management,married,tertiary,0,3,1
53,management,married,tertiary,1624,7,1
20,student,single,unknown,801,0,1
44,self-employed,divorced,tertiary,1070,5,1
21,student,single,secondary,123,1,1
36,blue-collar,single,secondary,3623,1,1
31,management,single,tertiary,533,6,1
42,technician,married,secondary,994,6,1
33,services,married,secondary,386,4,1
29,management,single,tertiary,1026,1,1
30,unemployed,single,secondary,2424,1,1
32,management,married,tertiary,1331,5,1
54,unknown,married,secondary,2206,2,1
82,retired,divorced,tertiary,0,0,1
47,management,married,tertiary,4693,3,1
48,blue-collar,married,secondary,1230,2,1
77,retired,divorced,secondary,3417,0,1
38,admin.,married,secondary,1767,0,1
27,student,single,tertiary,5291,2,1
43,services,single,secondary,3403,2,1
33,technician,married,secondary,133,1,1
27,admin.,single,secondary,4745,1,1
76,retired,married,primary,3324,3,1
81,retired,married,primary,5220,2,1
71,retired,married,primary,2600,1,1
39,admin.,married,secondary,260,4,1
18,student,single,primary,608,1,1
58,services,divorced,secondary,462,1,1
44,technician,divorced,secondary,14,1,1
67,retired,married,secondary,1146,2,1
31,services,single,secondary,181,2,1
61,retired,married,secondary,3114,0,1
36,technician,single,secondary,376,1,1
56,retired,married,primary,9367,4,1
24,student,single,secondary,382,3,1
33,admin.,married,secondary,920,2,1
34,blue-collar,single,unknown,129,2,1
58,admin.,married,secondary,169,3,1
64,retired,married,unknown,679,0,1
27,blue-collar,single,secondary,535,1,1
63,management,married,tertiary,3115,0,1
23,student,single,secondary,1234,0,1
37,technician,single,tertiary,197,1,1
43,management,married,tertiary,3186,1,1
35,technician,married,tertiary,3160,1,1
33,blue-collar,married,primary,195,0,1
75,retired,married,tertiary,6027,2,1
40,admin.,married,tertiary,764,0,1
52,management,married,tertiary,583,2,1
55,technician,divorced,tertiary,0,1,1
71,retired,married,secondary,5715,0,1
78,retired,married,tertiary,1204,0,1
35,technician,married,secondary,4922,17,1
52,technician,married,secondary,234,0,1
31,management,single,tertiary,9421,0,1
31,admin.,single,secondary,4198,0,1
38,management,married,unknown,3576,1,1
28,student,single,secondary,1925,2,1
72,retired,married,secondary,1129,1,1
29,admin.,single,secondary,265,1,1
46,housemaid,married,secondary,38,0,1
53,technician,married,secondary,1982,0,1
58,technician,married,secondary,3399,8,1
22,student,single,tertiary,691,1,1
28,admin.,married,secondary,330,3,1
31,technician,married,secondary,318,0,1
26,blue-collar,single,tertiary,644,0,1
60,retired,divorced,tertiary,4,5,1
29,technician,single,secondary,1165,1,1
36,admin.,divorced,tertiary,4708,1,1
68,retired,married,tertiary,2820,2,1
48,management,married,tertiary,1147,3,1
53,unemployed,married,primary,980,0,1
39,technician,married,secondary,2983,0,1
28,services,single,secondary,339,1,1
72,retired,married,unknown,1940,0,1
29,management,single,tertiary,1445,0,1
26,student,single,tertiary,294,0,1
49,management,married,tertiary,5887,5,1
43,management,single,tertiary,11891,1,1
28,student,single,unknown,78,2,1
44,admin.,single,secondary,733,5,1
73,retired,divorced,primary,5028,0,1
39,management,married,tertiary,481,1,1
29,student,single,secondary,314,4,1
31,technician,married,secondary,684,0,1
30,student,single,secondary,1681,0,1
50,admin.,married,secondary,10250,2,1
42,management,married,tertiary,254,4,1
37,admin.,married,secondary,0,1,1
49,technician,married,secondary,307,0,1
59,unemployed,married,secondary,957,0,1
